transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
PUN-4-6863,4,Pune,4245.98,SUCCESS,TRANSFER,CURRENT,CUST69380,21,FEMALE,INTERNET,INR,2025-05-03
PUN-4-3898,4,Pune,1756.82,SUCCESS,DEPOSIT,SAVINGS,CUST19331,22,OTHER,BRANCH,INR,2025-05-03
PUN-4-4160,4,Pune,591.11,SUCCESS,TRANSFER,LOAN,CUST18984,70,OTHER,ATM,INR,2025-05-04
PUN-4-8514,4,Pune,1953.42,SUCCESS,PAYMENT,LOAN,CUST45406,30,FEMALE,MOBILE,INR,2025-05-04
PUN-4-8818,4,Pune,413.95,FAILED,DEPOSIT,LOAN,CUST22395,18,OTHER,MOBILE,INR,2025-05-04
PUN-4-1468,4,Pune,4495.41,SUCCESS,TRANSFER,LOAN,CUST24075,24,OTHER,INTERNET,INR,2025-05-04
PUN-4-1446,4,Pune,2663.74,FAILED,PAYMENT,LOAN,CUST17924,29,FEMALE,INTERNET,INR,2025-05-04
PUN-4-5142,4,Pune,3651.21,FAILED,WITHDRAWAL,CURRENT,CUST84689,38,FEMALE,BRANCH,INR,2025-05-04
PUN-4-8076,4,Pune,3305.35,FAILED,PAYMENT,CURRENT,CUST83636,30,MALE,MOBILE,INR,2025-05-04
PUN-4-6000,4,Pune,1452.81,SUCCESS,WITHDRAWAL,LOAN,CUST95712,46,OTHER,INTERNET,INR,2025-05-04
PUN-4-1369,4,Pune,1997.29,FAILED,TRANSFER,LOAN,CUST53675,70,FEMALE,BRANCH,INR,2025-05-04
PUN-4-1537,4,Pune,4692.2,SUCCESS,PAYMENT,SAVINGS,CUST44100,18,OTHER,INTERNET,INR,2025-05-04
PUN-4-5750,4,Pune,515.31,SUCCESS,WITHDRAWAL,CURRENT,CUST38422,56,FEMALE,BRANCH,INR,2025-05-04
PUN-4-9662,4,Pune,1171.3,SUCCESS,DEPOSIT,CURRENT,CUST51083,23,OTHER,BRANCH,INR,2025-05-04
PUN-4-3149,4,Pune,2150.84,FAILED,TRANSFER,LOAN,CUST30044,59,OTHER,INTERNET,INR,2025-05-04
PUN-4-3602,4,Pune,2708.44,FAILED,WITHDRAWAL,SAVINGS,CUST42273,69,MALE,MOBILE,INR,2025-05-04
PUN-4-4817,4,Pune,1975.94,SUCCESS,WITHDRAWAL,CURRENT,CUST74028,30,OTHER,BRANCH,INR,2025-05-04
PUN-4-2408,4,Pune,3008.33,SUCCESS,DEPOSIT,LOAN,CUST92262,33,FEMALE,BRANCH,INR,2025-05-04
PUN-4-5452,4,Pune,1084.29,FAILED,PAYMENT,LOAN,CUST82076,35,MALE,INTERNET,INR,2025-05-04
PUN-4-1620,4,Pune,4291.88,SUCCESS,WITHDRAWAL,LOAN,CUST78326,70,OTHER,ATM,INR,2025-05-04
PUN-4-6863,4,Pune,996.91,SUCCESS,PAYMENT,LOAN,CUST40702,48,FEMALE,MOBILE,INR,2025-05-04
PUN-4-6761,4,Pune,4659.07,SUCCESS,TRANSFER,SAVINGS,CUST99258,42,MALE,MOBILE,INR,2025-05-04
PUN-4-5951,4,Pune,250.57,SUCCESS,TRANSFER,LOAN,CUST89683,59,MALE,BRANCH,INR,2025-05-05
PUN-4-1183,4,Pune,4157.3,SUCCESS,TRANSFER,CURRENT,CUST68822,52,FEMALE,INTERNET,INR,2025-05-05
PUN-4-3929,4,Pune,1771.81,FAILED,WITHDRAWAL,CURRENT,CUST63153,61,OTHER,BRANCH,INR,2025-05-05
PUN-4-9965,4,Pune,3574.56,FAILED,DEPOSIT,SAVINGS,CUST96299,45,OTHER,MOBILE,INR,2025-05-05
PUN-4-1586,4,Pune,4986.91,SUCCESS,TRANSFER,LOAN,CUST74344,55,FEMALE,ATM,INR,2025-05-05
PUN-4-1662,4,Pune,2999.83,FAILED,WITHDRAWAL,SAVINGS,CUST71412,18,FEMALE,BRANCH,INR,2025-05-05
PUN-4-8644,4,Pune,140.32,SUCCESS,WITHDRAWAL,SAVINGS,CUST61245,38,MALE,INTERNET,INR,2025-05-05
PUN-4-2111,4,Pune,1442.56,SUCCESS,PAYMENT,SAVINGS,CUST43088,66,FEMALE,BRANCH,INR,2025-05-05
PUN-4-8300,4,Pune,3923.46,FAILED,DEPOSIT,CURRENT,CUST50399,63,OTHER,MOBILE,INR,2025-05-05
PUN-4-9626,4,Pune,4375.03,FAILED,DEPOSIT,CURRENT,CUST27860,32,OTHER,BRANCH,INR,2025-05-05
PUN-4-2565,4,Pune,3591.65,FAILED,TRANSFER,LOAN,CUST68495,62,OTHER,ATM,INR,2025-05-05
PUN-4-2145,4,Pune,140.81,SUCCESS,PAYMENT,CURRENT,CUST88921,46,MALE,BRANCH,INR,2025-05-05
PUN-4-4322,4,Pune,2023.07,FAILED,WITHDRAWAL,LOAN,CUST55586,35,FEMALE,MOBILE,INR,2025-05-05
PUN-4-8841,4,Pune,1639.06,SUCCESS,WITHDRAWAL,CURRENT,CUST11726,26,OTHER,INTERNET,INR,2025-05-05
PUN-4-9000,4,Pune,804.23,FAILED,TRANSFER,SAVINGS,CUST66257,64,OTHER,MOBILE,INR,2025-05-05
PUN-4-1041,4,Pune,810.81,SUCCESS,DEPOSIT,LOAN,CUST69974,20,FEMALE,MOBILE,INR,2025-05-05
PUN-4-3926,4,Pune,980.79,SUCCESS,PAYMENT,CURRENT,CUST85776,69,FEMALE,INTERNET,INR,2025-05-05
PUN-4-5206,4,Pune,3289.56,SUCCESS,DEPOSIT,SAVINGS,CUST53875,63,FEMALE,INTERNET,INR,2025-05-05
PUN-4-8185,4,Pune,252.84,FAILED,TRANSFER,LOAN,CUST92070,23,OTHER,INTERNET,INR,2025-05-05
PUN-4-7249,4,Pune,3068.09,SUCCESS,WITHDRAWAL,LOAN,CUST53386,19,MALE,MOBILE,INR,2025-05-05
PUN-4-9502,4,Pune,3423.5,FAILED,TRANSFER,LOAN,CUST74460,59,FEMALE,INTERNET,INR,2025-05-06
PUN-4-1062,4,Pune,2204.92,SUCCESS,TRANSFER,LOAN,CUST98838,45,MALE,MOBILE,INR,2025-05-06
PUN-4-1076,4,Pune,2589.81,FAILED,TRANSFER,CURRENT,CUST52308,36,OTHER,BRANCH,INR,2025-05-06
PUN-4-2085,4,Pune,4459.95,FAILED,WITHDRAWAL,SAVINGS,CUST56842,39,FEMALE,INTERNET,INR,2025-05-06
PUN-4-3829,4,Pune,1094.28,FAILED,WITHDRAWAL,SAVINGS,CUST86723,42,FEMALE,BRANCH,INR,2025-05-06
PUN-4-6453,4,Pune,2447.15,SUCCESS,TRANSFER,LOAN,CUST12885,20,FEMALE,MOBILE,INR,2025-05-06
PUN-4-6512,4,Pune,4850.61,SUCCESS,WITHDRAWAL,SAVINGS,CUST92043,53,MALE,MOBILE,INR,2025-05-06
PUN-4-1429,4,Pune,2343.85,FAILED,PAYMENT,LOAN,CUST82982,46,FEMALE,BRANCH,INR,2025-05-06
PUN-4-5472,4,Pune,457.22,SUCCESS,TRANSFER,SAVINGS,CUST95675,34,OTHER,MOBILE,INR,2025-05-06
PUN-4-3862,4,Pune,1117.23,FAILED,TRANSFER,SAVINGS,CUST57699,55,MALE,MOBILE,INR,2025-05-06
PUN-4-9949,4,Pune,2305.86,SUCCESS,WITHDRAWAL,SAVINGS,CUST55439,29,FEMALE,INTERNET,INR,2025-05-06
PUN-4-4647,4,Pune,2341.17,SUCCESS,WITHDRAWAL,CURRENT,CUST84487,65,OTHER,BRANCH,INR,2025-05-06
PUN-4-5063,4,Pune,841.2,SUCCESS,WITHDRAWAL,SAVINGS,CUST77108,48,MALE,ATM,INR,2025-05-06
PUN-4-2139,4,Pune,4627.32,FAILED,TRANSFER,SAVINGS,CUST15194,44,OTHER,BRANCH,INR,2025-05-06
PUN-4-2099,4,Pune,3597.25,SUCCESS,PAYMENT,CURRENT,CUST31916,40,FEMALE,MOBILE,INR,2025-05-06
PUN-4-7374,4,Pune,2086.03,FAILED,TRANSFER,LOAN,CUST53952,23,FEMALE,MOBILE,INR,2025-05-06
PUN-4-3180,4,Pune,3590.26,SUCCESS,DEPOSIT,SAVINGS,CUST73251,22,MALE,MOBILE,INR,2025-05-06
PUN-4-4348,4,Pune,1067.61,SUCCESS,TRANSFER,CURRENT,CUST93981,66,FEMALE,MOBILE,INR,2025-05-06
PUN-4-7955,4,Pune,3812.7,SUCCESS,TRANSFER,SAVINGS,CUST53702,70,MALE,MOBILE,INR,2025-05-06
PUN-4-7978,4,Pune,262.77,SUCCESS,DEPOSIT,CURRENT,CUST48464,23,MALE,INTERNET,INR,2025-05-06
PUN-4-2275,4,Pune,2089.42,FAILED,TRANSFER,SAVINGS,CUST88447,62,FEMALE,BRANCH,INR,2025-05-07
PUN-4-7608,4,Pune,2287.11,SUCCESS,PAYMENT,LOAN,CUST11274,62,MALE,INTERNET,INR,2025-05-07
PUN-4-6047,4,Pune,1139.82,FAILED,TRANSFER,SAVINGS,CUST67149,65,OTHER,MOBILE,INR,2025-05-07
PUN-4-3650,4,Pune,1614.54,SUCCESS,TRANSFER,LOAN,CUST55447,21,OTHER,INTERNET,INR,2025-05-07
PUN-4-2968,4,Pune,4625.5,SUCCESS,TRANSFER,LOAN,CUST82562,57,FEMALE,INTERNET,INR,2025-05-07
PUN-4-9317,4,Pune,2729.55,FAILED,WITHDRAWAL,CURRENT,CUST81150,44,OTHER,BRANCH,INR,2025-05-07
PUN-4-2806,4,Pune,4138.78,SUCCESS,PAYMENT,SAVINGS,CUST93181,44,FEMALE,INTERNET,INR,2025-05-07
PUN-4-4981,4,Pune,1302.2,FAILED,TRANSFER,SAVINGS,CUST81858,24,MALE,INTERNET,INR,2025-05-07
PUN-4-1737,4,Pune,3485.03,SUCCESS,PAYMENT,CURRENT,CUST85333,69,MALE,INTERNET,INR,2025-05-07
PUN-4-1767,4,Pune,1751.05,SUCCESS,TRANSFER,LOAN,CUST99606,43,OTHER,ATM,INR,2025-05-07
PUN-4-6235,4,Pune,4041.75,SUCCESS,WITHDRAWAL,CURRENT,CUST55086,45,FEMALE,INTERNET,INR,2025-05-07
PUN-4-3717,4,Pune,4871.87,SUCCESS,PAYMENT,LOAN,CUST74722,40,OTHER,ATM,INR,2025-05-07
PUN-4-4135,4,Pune,3371.93,SUCCESS,DEPOSIT,SAVINGS,CUST49458,19,MALE,BRANCH,INR,2025-05-07
PUN-4-9086,4,Pune,3410.11,FAILED,WITHDRAWAL,SAVINGS,CUST53812,33,OTHER,BRANCH,INR,2025-05-07
PUN-4-4080,4,Pune,541.92,FAILED,TRANSFER,SAVINGS,CUST17820,66,FEMALE,MOBILE,INR,2025-05-07
PUN-4-6024,4,Pune,3951.19,SUCCESS,DEPOSIT,LOAN,CUST17643,56,FEMALE,MOBILE,INR,2025-05-07
PUN-4-7826,4,Pune,4157.87,FAILED,PAYMENT,LOAN,CUST43858,54,OTHER,INTERNET,INR,2025-05-07
PUN-4-9656,4,Pune,4620.68,SUCCESS,PAYMENT,LOAN,CUST38105,39,FEMALE,BRANCH,INR,2025-05-07
PUN-4-8203,4,Pune,4553.19,SUCCESS,WITHDRAWAL,CURRENT,CUST81064,52,MALE,INTERNET,INR,2025-05-07
PUN-4-6482,4,Pune,2072.09,FAILED,DEPOSIT,LOAN,CUST97283,60,FEMALE,INTERNET,INR,2025-05-07
